18:00 - 18:10,0.00,0.00,0.00
18:10 - 18:20,0.00,0.00,0.00
18:20 - 18:30,0.00,0.00,0.00
18:30 - 18:40,0.00,0.00,0.00
18:40 - 18:50,0.00,0.00,0.00
18:50 - 19:00,0.00,0.00,0.00
19:00 - 19:10,0.00,0.00,0.00
19:10 - 19:20,0.00,0.00,0.00
19:20 - 19:30,0.00,0.00,0.00
19:30 - 19:40,0.00,0.00,0.00
19:40 - 19:50,0.00,0.00,0.00
19:50 - 20:00,0.00,0.00,0.00
20:00 - 20:10,0.00,0.00,0.00
20:10 - 20:20,0.00,0.00,0.00
20:20 - 20:30,0.00,0.00,0.00
20:30 - 20:40,0.00,0.00,0.00
20:40 - 20:50,0.00,0.00,0.00
20:50 - 21:00,0.00,0.00,0.00
21:00 - 21:10,0.00,0.00,0.00
21:10 - 21:20,0.00,0.00,0.00
21:20 - 21:30,0.00,0.00,0.00
21:30 - 21:40,0.00,0.00,0.00
21:40 - 21:50,0.00,0.00,0.00
21:50 - 22:00,0.00,0.00,0.00
22:00 - 22:10,0.00,0.00,0.00
22:10 - 22:20,0.00,0.00,0.00
22:20 - 22:30,0.00,0.00,0.00
22:30 - 22:40,0.00,0.00,0.00
22:40 - 22:50,0.00,0.00,0.00
22:50 - 23:00,0.00,0.00,0.00
